UniProtID,UniRef50_Cluster
Q7Z570,"Q7Z570,A2AKY4,A0A2K5L0C2,A0A2K6B8K4,A0A8D2K9P3,F7DJG8,H9FMF8,A0A2K5VYN5,A0A2K5L0B9,G7N8G5"
Q7Z589,"Q7Z589,Q8BMB0,A0A2J8MBD8,W5PTK2,A0AA41N6N9,L5JNS2,A0A6P3QPH6,A0A9W2X818,A0A9W2X833,A0A8C0SR18"
Q7Z591,"Q7Z591,Q80VW7,Q7Z591-3,Q7Z591-7,Q7Z591-8,Q7Z591-5,A0A2J8NCS7,A0A2J8NCR9,A0A2J8WRQ4,A0A2J8WRP8"
Q7Z5A7,"Q7Z5A7,Q91WE9,M0R7X9,K7CWG8,A0A2J8XTM3,K7DRR0,H9ENI7,A0A2K5PSS5,A0A8I4A2K7,K7A847"
Q7Z5B4,"Q7Z5B4,A0A2K6A1D1,A0A2K6QMG9,G7PQS9,G7NDY2,A0A096N4F8,A0A2K6CYP0,A0A2K5JQ88,A0A8D2K4J4,A0A2K5M8W5"
Q7Z5G4,"Q7Z5G4,Q5EA55,Q91W53,A0A9L0RPR6,A0A452DM06,M3Y371,A0A6J3QQD4,A0A2Y9J291,A0A6I9ILG9,A0A2K5V3I9"
Q7Z5H3,"Q7Z5H3,Q8BL80,A0A6J3GYX2,A0A6J3GXV1,A0A6J3GXV6,H2Q1V6,A0A6D2WKQ0,A0A2I3RHN7,A0A2I3GQ01,G1S0F0"
Q7Z5J1,"Q7Z5J1,Q7Z5J1-4,A0A2J8JRC5,A0A2J8JRC4,A0A2R8ZIA8,A0A2J8SCA0,A0A2J8SC51,A0A2K6JNG0,A0A2K6C5A5,A0A2K5YYI7"
Q7Z5J4,"Q7Z5J4,Q61818,A8MXE8,A0A8I3X723,J3QLL5,A0A2J8RIC5,A0A2J8J351,A0A8I4A2P7,A0A2K6TPZ5,A0A2K5D3H8"
Q7Z5K2,"Q7Z5K2,Q65Z40,Q7Z5K2-3,B3Y1W5,G7N206,A0A2K5SIQ4,A0A6J3GYH7,A0A2K5J2H8,K7D5N0,A0A6D2YB30"
Q7Z5L2,"Q7Z5L2,Q8BJM3,A0A096P626,F6TAB8,F7EGC1,G1RW37,G7N0V4,A0A2I3S070,A0A2K6AJB8,A0A2J8PDK1"
Q7Z5L7,"Q7Z5L7,Q7TQ62,Q7Z5L7-3,G7MH64,A0A8D2EMG5,K7B259,A0A2K5YPV4,A0A2I3N6L5,A0A2K5JY53,A0A2J8V8U4"
Q7Z5L9,"Q7Z5L9,E9Q1P8,Q7Z5L9-3,B4DTU9,A0A8C9IMH3,K7ARR5,A0A6D2XX48,Q7Z5L9-2,K7BV83,A0A803KGP3"
Q7Z5N4,"Q7Z5N4,H2PLD3,A0A2J8SRK1,A0A6J3GDQ6,A0A6J3GC09,F7I3P0,A0A2J8KJL2,A0A8C9HJ60,A0A8D2EIE4,A0A2J8KJJ5"
Q7Z5P4,"Q7Z5P4,Q8NBQ5,Q5NVG2,Q4JK73,Q8VCR2,Q9EQ06,Q6AYS8,Q5M875,A0A0D9QWD5,A0A2R9CFD9"
Q7Z5P9,"Q7Z5P9,Q7Z5P9-2"
Q7Z5Q1,"Q7Z5Q1,Q812E0,A0A5K1VW93,A0AAJ7K604,A0A4W2HK06,F7GNN1,A0A8B8XFB3,A0A8C9ITE6,A0A4W2ES18,A0A8D0S4F7"
Q7Z5Q5,"Q7Z5Q5,A0AAJ7MIG1,F6RPR4,H2RDC4,G7MFU1,A0A8C9HFS5,A0A2J8SRW0,A0A2K5V2L2,G7NVS7,G3QVD4"
Q7Z5R6,"Q7Z5R6,G1S4K4,A0A2K5RBS6,H2Q1R3,A0A2K5NFV4,A0A6J3F288,A0A2J8MNK0,K7CUU7,U3D2B9,U3C312"
Q7Z5V6,"Q7Z5V6,Q148A4,G3F4G3,F5H272,H2ND79,A0AAJ7HRY5,G2HII2,H2R5D4,G7PPX8,A0A8C9LK24"
Q7Z5W3,"Q7Z5W3,Q5RFI3,H2Q5V9,A0A2R8ZI03,K7CAX4,K6ZAX5,G1S803,A0A2K6V421,H2NH86,A0A8I5NFQ8"
Q7Z5Y6,"Q7Z5Y6,P34820,A0A2J8LYP3,H2PYR2,A0A2K6DZH0,A0A2K5MTU4,A0A096MMW8,H2N7V4,G3RIA7,A0A2K6CA71"
Q7Z602,"Q7Z602,C9JDP7,A0A2J8PZ51,A0A8D2FCW0,A0A7J8HBZ9,A0A2K5H8P4,A0AAJ7GS25,A0A6D2VV51,A0A2J8PZ55,A0A2R8ZJX0"
Q7Z614,"Q7Z614,Q2T9W1,A0A0D9QZ62,A0A6J3G0K1,A0A2K6LKM9,A0A2K6QKJ1,A0AAJ7MQF8,A0A2K6TZW1,H9Z569,A0A2K5Z9J4"
Q7Z624,"Q7Z624,A0A2J8LL95,A0A6J3EMN3,A0AAJ7GWR8,A0A2K6P993,A0A2K6KRP5,A0A2K6KRN8,F7HIR5,A0A2K5MQL1,A0A2K6DBY9"
Q7Z628,"Q7Z628,Q5SQI5,B4E1Y1,Q59EF9,G3S452,A0A2R8ZEI1,A0A2K5KVJ1,A0A8C9HH98,G1RKV4,H2Q1K3"
Q7Z695,"Q7Z695,A4D1T6,A0A2I2Z9Y9,A0A2K6BWJ0,A0A5J6XYL9,A0A2K6S1F4,K6Z8I8,K7BGU6,H2QVI1,G7MMP5"
Q7Z698,"Q7Z698,Q5RDN2,Q6NYK3,Q924S7,Q3C2P8,A0A2K6B843,K7B5Y6,F6WRR5,A0A6D2WDY7,A0A2K5M6I0"
Q7Z699,"Q7Z699,H2Q949,A0A6D2XW45,A0A2I2YGQ0,A0A2K5EXC5,A0A2K5IKU3,A0A8C9LTC7,A0A6J3GH08,A0A6J3GGM7,A0A6J3GGD0"
Q7Z6A9,"Q7Z6A9,Q400G7,H2P9R0,A0A2I3HUI4,A0A2R9C6J4,H2R071,A0A6D2Y133,A0A2I2Y8S3,Q7Z6A9-2,A0A2J8W2Y1"
Q7Z6B0,"Q7Z6B0,Q9D8L5,Q6AY97,Q5RCA7,A0A0A0MTP0,F5H4N8,F5GXK6,F5GZH9,A0A2R9B817,A0A2J8K370"
Q7Z6B7,"Q7Z6B7,A0A2X0SFI2,G7N7I9,A0A8J8YND0,A0A2K5MYI2,A0A2I3MQK2,A0A0D9QWU6,G3QCX6,A0A2K5VDR1,A0A8D2FTL6"
Q7Z6E9,"Q7Z6E9,P97868,H3BSK8,A0A8D2HIE4,A0AAJ7ZEW9,A0A287CZI2,A0A8D2KHN5,A0A8C6G0Z4,A0A8D2HIG6,A0A8C9PD69"
Q7Z6G3,"Q7Z6G3,A0A5F8ASB2,F6Q2P6,H2QBL8,A0A6D2Y252,A0A2R8ZHW8,A0A2I3LJM5,I2CUC4,A0A2K6D0E8,A0A8D2FG21"
Q7Z6G8,"Q7Z6G8,Q8BIZ1,P0C6S7,A5PMU4,A0A2J8XMP2,A0A2J8N0G5,A0A6J3IH37,Q7Z6G8-9,A0A6J3IG45,A0A804HKX1"
Q7Z6I5,"Q7Z6I5,A0A140VJV7,G7NZD4,G7ML12,A0A8J8YND1,A0A0D9SBS5,A0A8I5N451,A0A8D2GLV3,A0A7N9CA11,Q0P657"
Q7Z6I6,"Q7Z6I6,Q640N3,Q7Z6I6-3,A0A2I3LWM0,A0A287CXC4,F7CAP9,A0AAJ7M4E1,A0AAJ7GT81,A0A2K6R3I1,A0A2K5NBS2"
Q7Z6J0,"Q7Z6J0,Q69ZI1,Q5RBR0,Q71F54,Q6NRD3,Q28E95,A0A2R9AXG1,H2QQE8,A0A6D2Y8M6,A0A2I3T3B6"
Q7Z6J4,"Q7Z6J4,Q8BY35,A0AAJ7HAY5,A0AAJ7HB52,A0AAJ7HB44,A0A2K6RAU3,A0AAJ7HB16,A0A2K6MCP8,F7HHG0,A0A6J3FUN8"
Q7Z6J6,"Q7Z6J6,H2Q9B7,A0A6D2X8N4,A0A2R9AYL7,G3RLI5,A0A6B0RDB4,L5K2C2,A0A7J8IK27,F7G8P4,G7MX18"
Q7Z6J8,"Q7Z6J8,Q5RFG8,Q1JQA1,A0A2I3MZI3,A0A2K5NDZ1,A0A8C9HG23,A0A2K5WHP2,A0A8I5NPD6,F7G719,A0A5F7Z9W5"
Q7Z6J9,"Q7Z6J9,Q8C2A2,E7EN92,A0A7P0Z413,A0A2K5CU63,A0A6J3EX59,A0A2K5NT07,A0A2K5SAV7,F7INL6,A0A2I3RAK1"
Q7Z6K1,"Q7Z6K1,Q4R7M0,Q1RMM0,Q7Z6K1-2,A0A2K6NTV3,A0A2K5IJR2,A0A0D9RFK0,A0A8C9IS59,H2QV87,K6ZJ71"
Q7Z6K5,"Q7Z6K5,H0YMP5,A0A5K1U2E7,A0A8J8YLX7,A0A2K5Q1Q8,U3FN27,A0A2Y9ENQ7,A0A643BU72,U3DQX5,A0A2K5E380"
Q7Z6L0,"Q7Z6L0,Q5RAC1,A0A2I3T6U6,A0A6D2WVY0,A0A2J8ISK5,A0A2J8ISN8,A0A2J8ISJ3,A0A096NMJ3,A0A8D2F6T8,A0A2K5NTP8"
Q7Z6L1,"Q7Z6L1,Q3ZBA0,Q5R5Y0,A0A8I5R0X0,A0A2J8RU78,A0A2K6DAB0,A0A2K6DAC5,A0A096N5X1,A0A2J8Q079,A0A8I5R0G5"
Q7Z6M1,"Q7Z6M1,Q8VCH5,Q5EA50,A0A024R8A0,A0A8D2G3N3,A0A8D2G4T3,A0A6J3FPC8,A0A6J3FQA7,A0A6J3FPD3,A0A2J8SFT5"
Q7Z6M3,"Q7Z6M3,A0A2J8QY85,A0A2J8QY78,A0A2K5J377,A0A087WVL4,A0A8C5Y0U8,A0A7N5K5U9,A0A452UTP7,A0A384CAL2,G1L7N3"
Q7Z6M4,"Q7Z6M4,C9JX74,B4DFP7,G1RTR9,A0A2I2YFF2,A0A2I2YU97,A0A8C2YJP0,H0XWT3,A0A6J2CS96,A0A6J2CQJ9"
Q7Z6R9,"Q7Z6R9,Q91ZK0,Q5RJ20,M3YCG2,H2PJC0,A0A8C0M8Q3,A0A8C5UQN5,A0A671EJF3,A0A6J2LH96,A0A7J8GTL4"
Q7Z6V5,"Q7Z6V5,Q5E9J7,G1RYJ4,A0A9W3F4D7,A0A2K5QRN5,A0A2K6V785,U3F1L5,A0A2K5D866,A0A6J3HK45,A0A667GVI8"
Q7Z6Z7,"Q7Z6Z7,Q7TMY8,A0A994J6V7,A0A8U0SJ02,G9K518,A0A8U0SJ49,A0A6J3GX95,A0A9J7K0J7,A0A4W2HQR5,A0A2Y9IPE3"
Q7Z739,"Q7Z739,Q5RFL8,H9FSE0,A0A2J8UR49,A0A2K5N0S9,A0A8C9GHB4,A0A2K5ZBK3,A0A2K5VFV9,G1SVR2,A0A2K6BRH6"
Q7Z769,"Q7Z769,Q6PGC7,A4IFK2,W5NRV4,A0AAD4UHP7,M3Z1D3,U6CUR8,A0A2Y9IY52,A0A8U0MRW8,A0A8C6CBD2"
Q7Z794,"Q7Z794,Q6IFZ6,A0A6J3J345,A0A2K5E8E5,G3SAV9,H2NHE4,A0A2R9ANL2,A0A6D2Y2N9,H2Q602,G7PID4"
Q7Z7A1,"Q7Z7A1,A2AL36,G1S5I2,B2RP65,H2R6D0,A0A6D2WAG6,A0A2I3HCL6,Q7Z7A1-5,A0A2I3RWJ0,A0A2J8NCJ1"
Q7Z7A4,"Q7Z7A4,Q8BX57,Q4FZZ1,Q7Z7A4-3,Q7Z7A4-5,Q7Z7A4-7,A0A8I3XC14,A0A8U0S0I3,A0A8U0S2W2,F6RNQ3"
Q7Z7B0,"Q7Z7B0,Q9CS72,Q8K4T4,A0A075B6G6,Q7Z7B0-3,A0A8U0UMX3,A0A8U0NUS2,A0A384BL99,A0A8B7S635,A0A8B7S3F2"
Q7Z7B1,"Q7Z7B1,Q1LZA4,Q8C398,Q7TSN4,A0A087WWS9,F7HF67,U3DL47,A0AAJ7H4T3,A0A2K6JWK5,A0A2K6NA30"
Q7Z7C7,"Q7Z7C7,A0A590UK75,A0A2K5LVA7,A0A8D2K8B0,A0A0D9R9S2,G7P0W2,A0AAJ7MUZ1,A0A2K6KJE8,G3RB03,A0A096NYB8"
Q7Z7C8,"Q7Z7C8,A0A6D2WYH6,F6WY31,H2QT00,H9FPX4,A0A2K5PLB0,A0A6D2WPT0,A0A2K5NNE0,A0A096NI46,A0A2R8Z7R1"
Q7Z7D3,"Q7Z7D3,Q501W4,Q7TSP5,A0A8C7A9R5,A0A8C6ZXP0,A0A2J8SQK1,A0A2K6LPD1,A0A2K6PV64,A0A2K6PV73,A0A2I3GRD9"
Q7Z7E8,"Q7Z7E8,A0A4X1VV57,H2N5K7,A0A4W2HF59,A0A8B8VE74,A0A8C6F9A5,F7CQS7,A0A6D2XFD5,H2Q055,A0A2K5MI72"
Q7Z7F0,"Q7Z7F0,Q3TCX3,K7C7X8,H9Z6I1,A0A6D2WN98,A0A2K5MA62,A0A2I3MVU7,A0A2R9A3L3,A0A2K5ZCJ0,A0A8J8XYR8"
Q7Z7G0,"Q7Z7G0,A0A2K6EEJ8,H2QN08,A0A6D2WNZ4,A0A2R9AQZ7,A0A8C9DRJ1,G1QS20"
Q7Z7G1,"Q9QZE2,Q7Z7G1,A0A8C6I7R6,A0A6P5PSV9,Q9QZE2-2,A0A6J1ZDQ9,A0A9V1FTY4,A0A8C8WAX5,A0A337SVV2,A0A667FIA8"
Q7Z7G2,"Q7Z7G2,Q80WM3,H2NWF9,A0A2K6PMY7,H2QEL6,A0A6D2W0T2,A0A2R9A7Z4,A0A8C9HEM3,G3QV41,A0AAJ7MX26"
Q7Z7G8,"Q7Z7G8,A0A2J8UF80,A0A8D2AVD4,A0A5F4WAN2,A0A2K6BD42,F7CGZ2,F6ZMU5,A0A5F8ABR0,A0A2K5MGM5,A0A2K6QGQ5"
Q7Z7H3,"Q7Z7H3,A0A2K6RIW8,A0A8C9M056,G1RB72,G7PLF3,A0A2J8NGM4,A0A2K5HR38,F7CRL9,A0A8J8XDX0,A0A2K5WRT5"
Q7Z7H5,"Q7Z7H5,G3R8N7,A0A8D2KVL0,A0A8C8SC85,A0A8D0G172,A0AA97KEU6,A0A6G1RUY7,A0A493STY8,A0A8B9ZCC5,A0A6J3E8P1"
Q7Z7H8,"Q7Z7H8,P0C2C4,Q3TBW2,Q3MHY7,A0A2K5CLQ0,A0A2K5CLK9,F7HXL7,K7AVU5,A0A6D2VT33,A0A2R9B000"
Q7Z7K6,"Q7Z7K6,A0A0U1RRI6,A0A0U1RR11,P0DPI3,A0A0D9R8V0,F6W355,A0A8C9IQU5,H9Z660,A0A2K6AMT0,A0A2K5M2C3"
Q7Z7L1,"Q7Z7L1,A0A6D2Y0J5,H2QCP6,A0A2J8LJA2,A0A2J8LJA8,A0A1L3HEF8,G3SKH2,A0A1L3HEG5,G1RUG6,A0A1L3HEG7"
Q7Z7L7,"Q7Z7L7,Q80ZJ6,Q5RAG3,A0A8D1YZ89,X6RC68,A0A2J8UJS4,A0A2J8NB49,A0A287BFK9,A0A8D0XHX9,A0A8D1FML7"
Q7Z7M0,"P60882,Q9QYP0,Q7Z7M0,A0A212DDJ4,A0A2K5DMD0,A0A2K6TUG8,G9KA93,G1PV93,A0A8M1MXV7,A0A2U3WHI3"
Q7Z7M8,"Q7Z7M8,A0A8C9I136,A0A2K6K0F0,A0A2K6NDX1,A0AAJ7HZH9,A0A2K6B5T1,F6Z1M9,A0A8J8XSP6,A0A2K5UK06,A0A6J3FGQ1"
Q7Z7M9,"Q7Z7M9,O88422,Q8C102,Q68VJ5,A0A2K6L1B3,A0AAJ7I8B2,A0A2K6L1B2,A0A0D9RTT0,H2QIU5,A0A6D2XIW9"
Q7Z7N9,"Q7Z7N9,H2Q3X1,A0A6D2XJY7,A0A2R9BQR0,I3M481,A0A8D2ASJ4,A0A8D2KED8,A0A5E4AZP3,A0A8C5YTN3,A0AAJ7ERK6"
Q86SE5,"Q86SE5,Q0VFL7,A0A2R9BYG3,A0A2J8LPC1,A0A2J8RKK4,A0A2J8LPC2,A0A1D5R9N5,G7MZN6,G7PC47,H9FQ35"
Q86SE8,"Q86SE8,A0AAJ7GTQ7,A0AAJ7GTN8,A0A2K6KHQ6,A0A2J8X4E5,A0A2I3GM28,A0A8C9HXK2,A0A2K5JVL1,F6WYH4,A0A8J8XXH0"
Q86SE9,"Q86SE9,A0A2K6NDI7,A0A2K5P796,A0A6D2W7X1,A0A8C9ISB8,A0A0D9R2Y4,A0A2I3HMN9,A0A2I2YFH5,A0A2K5IP80,A0A8C0ZUX1"
Q86SF2,"Q86SF2,Q5RFJ6,Q9R0C5,Q80VA0,Q4W5F7,A0A2J8R9D8,A0A4X1V328,A0A4X1V6N7,A0A2R9B412,A0A2I3SWB7"
Q86SG2,"Q86SG2,Q812A3,A0A0D9RXJ3,F6SKA6,G7PMR7,A0A2K6CSK5,G7NAP4,H9F4G8,A0A7J8FFB1,A0A7J8FE32"
Q86SG3,"Q9NQZ3,Q86SG3,A0A140VJH5,Q6S4N0,A0A804HKV4"
Q86SG6,"Q86SG6,Q90XC2,A0A8C9I7N3,H9FGV0,F6UM89,G7NGK7,A0A2K5NPU5,A0A2K5XGK4,A0A2K5WSY6,A0A2K6DDI2"
Q86SJ2,"Q7TNJ4,Q80ZD9,Q5R7M3,Q86SJ2,A6KC34,A0A0G2JSI9,A0A6P5R6J7,A0A091N526,A0A7L0DYG1,A0A8C9L885"
Q86SJ6,"Q86SJ6,Q6W3B0,Q7TMD7,G1R3Y0,H2R1H4,A0A2K5YW18,A0A2J8MLU1,A0A2R9C3N0,Q86SJ6-2,A0A2K6L4H0"
Q86SK9,"Q86SK9,A0A2R8ZTN7,F7C086,H9EVD5,A0A2K6QJA3,A0A7J8EAC5,A0A7J8EAI9,F7HMC4,F6TFW3,A0A2K5LD93"
Q86SQ0,"Q86SQ0,Q8K1N2,Q8NEI7,A0A8C9B277,A0A341AKK0,A0A8C9DW64,A0A384A3S8,A0A2Y9Q8W5,A0A2Y9QFI7,A0A384A3V9"
Q86SQ3,"Q86SQ3,G3U554,A0A2Y9QZS4,A0A452QHD4,A0A452U9K9,A0A7J7E797,A0A8C9QDE2,A0A8D2I7L9,G3TZU9,G3VW92"
Q86SQ4,"Q86SQ4,Q6F3F9,A0A6J3HLI1,A0A6J3HK48,A0A6J3HKH9,A0A2K6SCM5,A0A663D7E6,H2R1Q7,A0A2I3T5K2,A0A2K5QWL7"
Q86SQ6,"Q86SQ6,Q86SQ6-2,A0A2K5J2K1,A0A2K6B850,F6VV76,A0A2K5LLN9,A0A2K5ZFE0,H2QZX8,A0A2R9B0X0,G3SD64"
Q86SQ7,"Q86SQ7,A0A0G2JR50,A0A8C9LGN5,A0A2J8KNI2,A0A2R9CC09,A0A8C9G951,A0A2K5XFY7,A0A2K5N5N8,M3ZBL1,A0A2K5CM11"
Q86SQ9,"Q86SQ9,Q99KU1,A0A8J6DEH1,F7DVC3,A0A340XGI0,A0A6A1Q330,L8IJJ2,A0A8B7RXY8,A0A6J1ZHK8,M3WHN3"
Q86SR1,"Q86SR1,H9FBG5,G3RET9,Q4G0E1,A0A2Y9PKY7,A0A2U3WLK0,A0A2Y9SCN3,F1RQC2,A0A480XF82,A0A8D1EP39"
Q86SS6,"Q9R0N9,Q86SS6,Q925C0,A0A673UW61,A0AAX6RQ50,A0A3Q7NLJ5,F1MVI4,F7BYV9,A0A8I3WVX9,A0AAA9TTT9"
Q86SU0,"Q86SU0,Q5R8C7,G7MKJ1,A0A8J8Y1N8,G7NXR3,A0A2R9CLH7,G3QKD5,A0A0D9R4R1,F6RE05,A0A096N9E2"
Q86SX6,"Q86SX6,Q80Y14,A0A384MDT9,H2Q8V8,A0A6D2X9F4,G1QI27,A0A8D2EIZ9,A0A2K5S4J4,F7HJB2,A0A2K5P1C1"
Q86SZ2,"Q86SZ2,Q32L78,G9KUY9,A0A452DZJ3,A0A8D2BYN9,A0A2K5TTI8,A0A663DFF4,A0A6P3R369,A0A4W2GYG7,A0A8C0M3V3"
Q86T03,"Q86T03,Q4R6W2,M3Z347,K7DKI0,F6T137,F7I551,A0A2Y9L8G5,A0A663D6F3,A0A803KLJ2,A0A8B7QH97"
Q86T13,"Q86T13,Q8VCP9,A0A7N9IC26,A0A8C9GLE8,A0A8D2ECK2,A0AAJ7N1S1,G7PA48,A0A5F8AI05,H9F2E9,A0A2K5HF16"
Q86T24,"Q86T24,L5KAP0,A0A2K6ES61,A0A5E4C9L9,A0A834PKQ2,I3M057,A0A8D2GW11,A0AA41STD1,G3R463,D2HJT4"
Q86T26,"Q86T26,H2QPJ8,A0A6D2WNB3,A0AAJ7IN91,A0A8C9HLW8,G3SH39,A0A2K6CCH7,A0A096MR54,A0A5F7ZTT2,A0A2K5UJX5"
Q86T65,"Q9Y4D1,Q86T65,A0A2I3SJQ7,A0A6D2WD10,A0A2R9AC88,A0AAJ6S6C1,A0AAJ7A230,A0A834BK97,M1EQ34,S7PVP2"
Q86T82,"Q86T82,F1SRY5,E2RK09,E1C213,Q8C0R0,F1N5V1,A0A5N4E6V6,A0A5N4E7G9,A0A8C8Y6T5,A0A8B9W8F6"
Q86T90,"Q86T90,A0A2K5CGB7,G3R658,A0A2K5Y328,A0A2K5WB57,A0A2J8XFD9,A0A2K5I7V6,A0A2K6R0Z4,A0A2K5N3W9,A0A2R8ZEP3"
Q86T96,"Q3U827,Q86T96,Q5RAK3,A0A8C6GI51,A0A6P5QWW3,A0A6P7RXG4,Q3U827-2,A0A286YCL6,Q3U827-3,Q3U827-4"
Q86TB3,"Q86TB3,A0A8I5MV67,A0A2J8NDM7,H2QEL1,G3RD20,H2NWF5,A0A8C9HFC1,G1RA27,L9LDP1,A0AAX6REM1"
Q86TB9,"Q86TB9,Q5R8Q4,Q86TB9-2,Q86TB9-3,B3KXN0,A0A8B7W0V9,A0A250Y578,A0A4W2CLZ5,A0A4W2IEZ8,A0A6P3HGK0"
Q86TC9,"Q86TC9,A0A6D2XVN1,A0A2J8NV85,A0A804CFL5,A0A8I5QL13,A0A8I5KX00,A0A8I5KRJ0,G1SY79,A0A5F9DU42,A0A7J7TU20"
Q86TG1,"Q86TG1,Q28BP2,Q6GPL4,A0A6D2XN50,A0A6D2WUG8,H2QI98,A0A2R9A7Y7,G3QQI7,H9F112,A0A2K5KG50"
Q86TG7,"Q86TG7,Q86TG7-4,A0A2R9AE20,A0A087WYS2,A0A2J8WJR5,A0A2J8L4A5,A0A9J7HAH7,A0A8C9DJ75,A0A2K5IMP6,A0A6J2MN62"
Q86TH1,"Q86TH1,Q7TSK7,B1B0D4,H0Z5E5,A0A8C3V130,A0A7K9YSA2,A0A7L3VJQ5,A0A7K7JXU4,A0A850Z868,A0A7K7ISW0"
Q86TI0,"Q86TI0,B9A6J6,Q6PJJ8,Q7Z6H2,A0A834BHE3,A0A2K6F9U2,A0A8C5LLF2,A0A8C5P737,A0A8C5LMP7,A0A8C5LTF5"
Q86TI2,"Q86TI2,A0A8C9HT48,H2NX38,A0A8D2FJQ9,A0A2K6N790,A0A2R8YF65,A0A667YCD8,A0A667Z0N0,A0A667Y4L8,A0A667YSC5"
Q86TJ2,"Q86TJ2,Q5RBN9,Q6NRB5,A0A8I5YV50,K7ALB6,A0A2J8RXJ5,A0A6D2WY49,A0A2R9B1M9,G3RJT4,A0A2J8RXM3"
Q86TL0,"Q86TL0,K7EKP6,Q86TL0-2,A0A5F8AE08,H9F680,A0A2R9AJ81,A0A6D2W6G8,H2QFC0,A0A2J8LWG1,K7C081"
Q86TL2,"Q86TL2,U3CY08,A0A2K5F9R5,G3QSJ9,A0A6J3IU77,A0A8C9IRN4,A0A8C9INV1,F7GAD6,A0A2K6RPX3,A0A2K5NTL5"
Q86TM3,"Q86TM3,A0A8I5NYB6,A0A5F7ZHZ6,A0A0D9SDV0,A0A8D2G043,A0AAJ7ILI6,A0A7N9CT06,A0A8C9GT68,A0A2J8W403,H2PV43"
Q86TM6,"Q86TM6,Q9DBY1,A0AA41MZ88,A0A8D2CU97,A0A8C5Z8S5,A0A8C6E866,A0A8D1YH24,A0A8D0TGV3,A0A2K5CY34,A0A2R8ZQ94"
Q86TP1,"Q86TP1,Q5E9Y6,Q86TP1-3,B7ZB72,Q5SZF2,Q86TP1-7,A0A2K5P5J4,A0A2K5CMZ9,A0A3B3ITN0,A0A096NXU6"
Q86TS9,"Q86TS9,Q9D0Y8,Q86TS9-2,H2NKQ3,A0A2J8TS38,A0AAJ7M730,A0A8D2FMY3,A0A8C9LPQ3,A0AAJ7M734,G7MX24"
Q86TU7,"Q86TU7,G3V6U9,Q91WC0,B1MTJ4,B2KI88,E2RBS6,A9X1D0,C1FXW2,Q7SXS7,A0A5E4AR05"
Q86TV6,"Q86TV6,E9Q6P5,B3KX34,A0AAJ7HYY2,A0AAJ7MPB3,A0AAJ7HZJ0,A0A673V4W0,A0A337S636,A0A9V1G8X9,A0A6J1ZXN3"
Q86TW2,"Q86TW2,A0A8D1MWK3,A0A8D1SNB8,A0A2Y9NB97,A0A8B8WU54,D2HUS7,A0A9W2WZI8,A0A9L0T093,H0WV13,A0A1D5RB81"
Q86TX2,"P49753,Q86TX2,A0A087WT95,A0A2I3HDZ8,G3RGB8,K7DSQ4,A0A0D9RJV4,H2Q8K3,A0A2J8PJE9,A0A096MSV7"
Q86TY3,"Q86TY3,Q2TA21,B4DMS4,Q86TY3-3,H2NLC7,B2RUU6,B4DGH5,A8K990,K7AHS8,A0A6D2X8F8"
Q86U06,"Q86U06,G3XAP0,G3V5Z6,H0YJN4,G3V5W6,A0A0S2Z5D9,G3V3V3,A0A8B7AMY5,A0A2I3MTC0,A0A2K5U3F3"
Q86U10,"Q86U10,Q86U10-3,H2Q8Z8,A0A6D2WUY9,G3QL40,K7EVB6,A0A2R8Z616,G3S857,A0A2I3T4C4,A0A6D2VYX7"
Q86U28,"Q86U28,Q5R788,G7MYT2,G1S2J2,A0A8C9A1X5,A0A2J8T403,G3SGX5,H2R991,A0A6D2W4M8,A0A2R8ZSR6"
Q86U42,"Q86U42,Q28165,A0A287ASR3,A0A8C0JYW0,A0A8D1CWI4,I2CTJ7,A0A8C0Q946,F7IKW7,A0A8C0D5U2,A0A6J1ZUY3"
Q86U44,"Q86U44,Q8C3P7,G2HF97,A0A6D2XA40,G1RWX6,G3QT25,B3KSH0,A0A8I5NVE8,G7MWT2,A0A8J8YGJ7"
Q86U70,"Q86U70,A0A2K5RL56,A0A6J3I4W7,G7N0Z9,A0A2J8XYH0,A0A6D2XIP6,A0A2I3TXH9,A0A2K5NGM5,A0A2K5Y3I4,A0A2I2YLN1"
Q86U86,"Q86U86,Q8BSQ9,Q86U86-6,A0A8D1H9R5,C9J9L6,A0A8D0Q3M2,A0A287B3H8,A0A287BJ09,A0A8D0R1W4,A0A8D1CI16"
Q86U90,"Q86U90,K7B8P6,A0A2J8LYH7,G3QXB2,A0A2K5MPN1,A0A2K6BEM5,A0A2K6A1E8,G7MFY0,G7NUB0,F7GUN2"
Q86UA6,"Q86UA6,H2R9T9,A0A6D2VZG0,A0A2R9AGJ0,A0A2K6TWK6,A0A6J3H4C8,F7H0V1,A0A2K5RC21,A0A2K6TWL5,A0A2K6R512"
Q86UC2,"Q86UC2,Q3UFY4,Q9DA80,A0A0C4DFU3,G1RJE0,H2PKR6,A0A663DJ49,A0A2R8ZDT1,G3QMQ1,H2QTZ2"
Q86UD0,"Q86UD0,G3S6T0,H2PU21,A0A8C9HM87,A0A0D9RV68,A0A2J8N9M5,A0A2K5P6V0,A0A5F8AIE1,A0A2I3RPZ1,A0A2K6QPY2"
